ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
1,Alabama,AL,1049,DeKalb County,1049,"DeKalb County, Alabama",777.0767084,71680,0,30716,44,25690,433,23664,1550,1258,351,5288,570,10777,787,10326,958,12374,113,17146,53,10879,780,1397,262,3148,456,14975,191,359,128,6998,502,878,266,1072,240,1043,49,33.6,2.2,3.9,1.1,20.6,2.2,22.3,1.6,14.6,1.4,17.3,0.2,23.9,0.1,15.4,1.1,5.5,1,4.7,0.7,20.9,0.3,1.1,0.4,22.8,1.6,3.4,1,4.2,0.9,1.5,0.1,0.8696,0.3296,0.4168,0.9526,0.8565,3.4251,0.7996,0.3003,0.7639,0.4699,0.5103,0.9208,2.9652,0.8139,0.5425,0.5425,0.5425,0.1969,0.8581,0.8221,0.2879,0.3299,2.4949,0.5017,9.4277,0.756,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,63272,4386,470,1043,115,11021,0,66,43,354,147,33,33,2064,200,394,202,17.1,1.8,1.5,0.2,15.4,0,0.1,0.1,0.5,0.2,0,0.1,2.9,0.3,0.5,0.3
1,Alabama,AL,1051,Elmore County,1051,"Elmore County, Alabama",618.5156977,87694,0,36787,71,32184,489,15535,1749,1700,333,5965,669,6992,594,6794,946,13833,98,19063,85,12619,805,2218,423,621,289,24161,136,1174,316,5990,626,416,192,1385,303,4296,139,18.7,2.1,4.2,0.8,18.5,2.1,11.5,1,8.2,1.1,15.8,0.1,21.7,0.1,15.2,1,6.9,1.3,0.7,0.3,27.6,0.2,3.2,0.9,16.3,1.7,1.3,0.6,4.3,0.9,4.9,0.2,0.2844,0.3853,0.2402,0.5695,0.4827,1.9621,0.3185,0.1861,0.4534,0.4489,0.7337,0.4776,2.2997,0.3869,0.6373,0.6373,0.6373,0.5164,0.7121,0.2765,0.3061,0.8148,2.6259,0.5667,7.525,0.4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70888,3763,469,18224,604,2739,0,602,187,210,80,0,30,2356,655,30,40,11.7,1.4,20.8,0.7,3.1,0,0.7,0.2,0.2,0.1,0,0.1,2.7,0.7,0,0.1
1,Alabama,AL,1053,Escambia County,1053,"Escambia County, Alabama",945.40749,36755,0,16715,53,13022,378,13084,958,1313,421,2914,398,4515,496,4226,629,6830,88,8335,0,6965,545,821,241,124,134,14638,77,125,69,3405,380,63,42,799,216,2533,118,38.3,2.8,9.2,2.8,22.4,3,17.7,1.9,12.3,1.8,18.6,0.2,22.7,0,20.3,1.6,6.3,1.8,0.4,0.4,39.8,0.2,0.7,0.4,20.4,2.3,0.5,0.3,6.1,1.6,6.9,0.3,0.943,0.9488,0.5676,0.8533,0.7633,4.076,0.9462,0.4273,0.5997,0.8272,0.6538,0.315,2.823,0.7353,0.7814,0.7814,0.7814,0.1254,0.8183,0.0557,0.6083,0.882,2.4897,0.4986,10.1701,0.8473,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35494,3722,459,11115,564,940,0,90,77,1118,120,0,27,1312,586,63,55,28.6,3.3,30.2,1.5,2.6,0,0.2,0.2,3,0.3,0,0.1,3.6,1.6,0.2,0.1
1,Alabama,AL,1055,Etowah County,1055,"Etowah County, Alabama",535.1052344,103348,0,47412,42,38791,600,27725,1617,2847,508,8572,650,10094,821,11965,1184,20082,95,22164,0,17786,992,2684,419,880,297,23700,234,1442,254,5083,422,672,180,1643,290,1505,40,27.2,1.6,6,1.1,22.1,1.6,13.9,1.1,11.7,1.2,19.4,0.1,21.4,0,17.4,1,6.9,1.1,0.9,0.3,22.9,0.2,3.1,0.5,10.7,0.9,1.7,0.5,4.2,0.8,1.5,0,0.6863,0.7385,0.5415,0.7054,0.734,3.4057,0.7961,0.5049,0.4127,0.6421,0.7337,0.5536,2.847,0.7544,0.574,0.574,0.574,0.5062,0.5278,0.4311,0.2879,0.3299,2.0829,0.2911,8.9096,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99926,6379,472,15507,384,4561,0,743,158,127,63,2,3,2365,409,395,300,16.4,1.2,15,0.4,4.4,0,0.7,0.2,0.1,0.1,0,0.1,2.3,0.4,0.4,0.3
1,Alabama,AL,1057,Fayette County,1057,"Fayette County, Alabama",627.6834164,16297,0,7816,27,6143,227,5511,599,672,205,1211,242,1858,274,1619,382,3461,80,3436,8,3782,356,295,101,9,78,2631,42,202,101,1476,203,63,43,657,173,334,17,34.5,3.7,9.6,2.9,19.7,3.9,16.3,2.4,10.1,2.4,21.2,0.5,21.1,0.1,23.5,2.2,4.8,1.6,0.1,0.5,16.1,0.3,2.6,1.3,18.9,2.6,1.1,0.7,10.7,2.7,2,0.1,0.8871,0.9583,0.3388,0.8097,0.6255,3.6194,0.8514,0.6755,0.3761,0.9354,0.3624,0.0856,2.435,0.4788,0.4556,0.4556,0.4556,0.4423,0.7801,0.2027,0.9415,0.4916,2.8582,0.6914,9.3682,0.7458,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,13921,1632,207,2074,177,61,93,36,37,24,27,40,61,368,176,28,42,26.6,3.4,12.7,1.1,0.4,0.6,0.2,0.2,0.1,0.2,0.2,0.4,2.3,1.1,0.2,0.3
1,Alabama,AL,1059,Franklin County,1059,"Franklin County, Alabama",633.9586268,32011,0,13940,29,11239,368,10500,1147,536,245,1870,343,4249,517,3958,658,5459,156,7920,115,5400,533,772,221,1257,336,7923,107,308,156,2155,326,181,89,1031,300,283,22,33.3,3.6,3.8,1.8,16.6,3,19.9,2.4,12.5,2.1,17.1,0.5,24.7,0.4,17,1.7,6.9,2,4.2,1.1,24.8,0.3,2.2,1.1,15.5,2.3,1.6,0.8,9.2,2.6,0.9,0.1,0.8635,0.3115,0.1285,0.9173,0.7747,2.9955,0.6675,0.2838,0.8346,0.6134,0.7337,0.9084,3.3739,0.9491,0.6045,0.6045,0.6045,0.3853,0.6857,0.3933,0.8896,0.1091,2.463,0.4846,9.4369,0.7576,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,29771,4250,440,1360,115,5892,0,35,40,57,54,14,29,492,135,73,101,37.8,3.5,4.2,0.4,18.4,0,0.1,0.1,0.2,0.2,0,0.1,1.5,0.4,0.2,0.3
1,Alabama,AL,1061,Geneva County,1061,"Geneva County, Alabama",574.4844214,26647,0,12494,50,10391,297,8425,943,437,135,1963,318,3151,434,3187,426,5414,102,5834,0,6293,544,415,143,144,115,5112,371,57,51,3186,369,167,85,710,203,265,7,32,3.6,3.9,1.2,18.9,3,16.6,2.3,12.1,1.6,20.3,0.4,21.9,0,23.9,2.1,4,1.4,0.6,0.5,19.2,1.4,0.4,0.4,25.5,2.9,1.6,0.8,6.8,1.9,1,0,0.8352,0.3296,0.2689,0.8199,0.7537,3.0073,0.6729,0.5953,0.4846,0.943,0.2065,0.4349,2.6643,0.6427,0.5161,0.5161,0.5161,0.0757,0.8995,0.3933,0.6949,0.1403,2.2037,0.3509,8.3914,0.5822,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,19440,2642,302,2377,245,1185,0,143,173,61,39,6,8,837,247,503,355,25.4,2.8,8.9,0.9,4.4,0,0.5,0.6,0.2,0.1,0,0.1,3.1,0.9,1.9,1.3
1,Alabama,AL,1063,Greene County,1063,"Greene County, Alabama",647.0228026,7706,0,4271,21,2872,185,3804,373,111,93,722,197,987,248,1060,374,1824,78,1696,57,2149,318,192,96,3,71,6385,18,153,105,1459,224,9,22,378,139,133,45,50,4.9,4.5,3.8,25.1,6.7,18.1,4.8,13.9,4.9,23.7,1,22,0.7,28.2,4.2,6.7,3.3,0,1,82.9,0.2,3.5,2.5,34.2,5.3,0.3,0.8,13.2,4.9,1.7,0.6,0.9933,0.4537,0.7556,0.8686,0.8326,3.9038,0.9211,0.8288,0.5014,0.9857,0.7127,0,3.0286,0.8425,0.9857,0.9857,0.9857,0.5533,0.9701,0.0315,0.9755,0.4003,2.9307,0.7254,10.8488,0.9157,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2,5,5981,1255,220,6305,90,24,34,0,18,7,18,0,18,49,76,0,18,43.7,6.9,81.8,1.2,0.3,0.4,0,0.5,0.1,0.2,0,0.5,0.6,1,0,0.5
1,Alabama,AL,1065,Hale County,1065,"Hale County, Alabama",643.989822,14742,0,7464,20,5403,248,5189,672,450,128,1543,307,1939,395,1012,263,2903,0,3454,0,3624,538,179,89,23,81,9079,159,61,45,2853,338,137,87,620,178,216,7,35.9,4.6,7.6,2.1,28.6,5.5,19.4,3.9,7,1.8,19.7,0,23.4,0,25,3.7,3.3,1.6,0.2,100,61.6,1.1,0.9,0.6,38.2,4.5,2.6,1.6,11.5,3.2,1.5,0,0.9138,0.8956,0.901,0.9049,0.3742,3.9895,0.9341,0.5348,0.6962,0.9634,0.1123,0.1661,2.4728,0.5072,0.9259,0.9259,0.9259,0.1594,0.9866,0.7019,0.9564,0.3299,3.1342,0.8148,10.5224,0.8826,1,0,1,1,0,3,0,0,1,0,0,1,1,1,0,1,0,1,0,2,7,11056,1588,245,8373,277,25,25,9,17,42,64,0,20,630,300,0,20,29.4,4.2,56.8,1.9,0.2,0.2,0.1,0.1,0.3,0.4,0,0.3,4.3,2,0,0.3
1,Alabama,AL,1067,Henry County,1067,"Henry County, Alabama",561.8916869,17282,0,9110,23,6686,215,4354,545,412,143,1225,227,2320,332,1634,323,3953,43,3517,24,3500,377,325,107,56,87,5270,75,72,55,2299,220,77,39,509,126,298,10,25.9,3.2,5.3,1.8,18.3,3.3,18.5,2.7,9.6,1.9,22.9,0.2,20.4,0.1,20.6,2.2,4.9,1.6,0.3,0.5,30.5,0.4,0.8,0.6,25.2,2.4,1.1,0.6,7.6,1.9,1.7,0.1,0.6325,0.616,0.2243,0.8813,0.5927,2.9468,0.6519,0.7862,0.2994,0.839,0.3843,0.2475,2.5564,0.5695,0.6726,0.6726,0.6726,0.1406,0.8956,0.2027,0.7881,0.4003,2.4273,0.4677,8.6031,0.6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,1390,226,4344,88,469,0,96,19,60,33,8,19,293,119,0,20,20.8,3.3,25.1,0.5,2.7,0,0.6,0.1,0.3,0.2,0,0.1,1.7,0.7,0,0.2
1,Alabama,AL,1069,Houston County,1069,"Houston County, Alabama",579.8256804,107040,0,49339,92,41543,396,29418,1266,2403,253,9950,459,9164,524,12443,697,19450,0,24470,0,17753,598,3340,239,538,136,37620,243,2026,193,6179,376,573,106,2576,248,1154,32,27.8,1.2,5,0.5,24,1.1,12.4,0.7,11.7,0.7,18.2,0,22.9,0,16.8,0.6,8.1,0.6,0.5,100,35.1,0.2,4.1,0.4,12.5,0.8,1.3,0.3,6.2,0.6,1.1,0,0.7073,0.5603,0.6892,0.6246,0.734,3.3154,0.7703,0.3793,0.6312,0.5953,0.8597,0.377,2.8425,0.7499,0.7251,0.7251,0.7251,0.6087,0.5962,0.2765,0.6223,0.1798,2.2835,0.3936,9.1665,0.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113898,7122,328,29026,214,3844,0,976,101,248,58,17,19,3052,298,457,224,17.1,0.8,27.1,0.2,3.6,0,0.9,0.1,0.2,0.1,0,0.1,2.9,0.3,0.4,0.2
1,Alabama,AL,1071,Jackson County,1071,"Jackson County, Alabama",1078.014022,52618,0,24706,54,20670,401,16101,1321,1312,307,4534,482,6795,646,5712,581,10817,71,10852,0,11283,726,1297,215,358,210,5919,77,275,111,5300,480,437,157,954,213,705,25,31,2.5,6,1.4,21.9,2.3,18,1.7,11,1.1,20.6,0.1,20.6,0,21.7,1.4,6.3,1,0.7,0.4,11.2,0.1,1.1,0.4,21.5,1.9,2.2,0.8,4.6,1,1.3,0,0.8113,0.7385,0.5288,0.8638,0.6885,3.6309,0.8552,0.6255,0.3213,0.8864,0.6538,0.4776,2.9646,0.8136,0.328,0.328,0.328,0.1969,0.8377,0.6083,0.3551,0.252,2.25,0.3783,9.1735,0.7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47017,3423,360,1708,206,1685,0,213,58,397,115,17,22,1840,235,59,52,16.6,1.7,3.2,0.4,3.2,0,0.4,0.1,0.8,0.2,0,0.1,3.5,0.4,0.1,0.1
1,Alabama,AL,1073,Jefferson County,1073,"Jefferson County, Alabama",1111.539823,672265,0,308428,156,265794,1660,161309,5607,17733,1444,75296,2299,40868,2021,60044,2414,109751,24,152346,20,99337,2521,19732,1162,6512,963,343314,519,43025,1682,9070,708,3662,628,18241,1059,18593,300,24.6,0.9,5.4,0.4,28.3,0.8,8.9,0.4,9,0.4,16.3,0.1,22.7,0.1,14.9,0.4,7.4,0.4,1,0.2,51.1,0.1,13.9,0.5,2.9,0.2,1.3,0.2,6.9,0.4,2.8,0,0.5737,0.6386,0.8937,0.3738,0.5504,3.0302,0.6802,0.2189,0.5997,0.4187,0.7935,0.5861,2.6169,0.6109,0.8766,0.8766,0.8766,0.9287,0.1384,0.2765,0.7073,0.6389,2.6898,0.6017,9.2135,0.7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,737478,34399,1696,286423,1625,27950,0,11690,492,570,161,160,44,13608,1525,2913,1170,12.9,0.6,42.6,0.2,4.2,0,1.7,0.1,0.1,0.1,0,0.1,2,0.2,0.4,0.2
1,Alabama,AL,1075,Lamar County,1075,"Lamar County, Alabama",604.8460309,13885,0,7104,20,5168,282,3669,635,284,134,895,207,1774,280,1075,275,3075,60,3026,47,3068,351,214,81,7,75,1985,46,176,104,1440,243,50,40,297,105,171,9,26.7,4.6,5,2.3,17.3,3.9,17.9,2.8,7.8,2,22.1,0.4,21.8,0.3,22.4,2.6,4.1,1.6,0.1,0.6,14.3,0.3,2.5,1.5,20.3,3.4,1,0.8,5.7,1.9,1.2,0.1,0.665,0.5603,0.1642,0.861,0.447,2.6975,0.5654,0.7401,0.4696,0.9061,0.2211,0.0856,2.4225,0.4718,0.413,0.413,0.413,0.4302,0.8151,0.1724,0.5562,0.2119,2.1858,0.3395,7.7188,0.4731,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11623,1521,248,1527,152,76,64,23,26,49,47,0,20,273,140,37,46,29.4,4.2,11,1.1,0.5,0.5,0.2,0.2,0.4,0.3,0,0.3,2,1,0.3,0.3
1,Alabama,AL,1077,Lauderdale County,1077,"Lauderdale County, Alabama",668.014549,94329,0,44705,61,38237,651,22463,1834,1632,388,7961,714,7239,773,8881,957,18977,129,18256,0,14229,834,2190,373,814,293,15662,510,3167,543,3835,430,351,153,2322,480,2535,68,24.4,2,3.6,0.9,20.8,1.8,11.2,1.2,9.5,1,20.1,0.1,19.4,0,15.3,0.9,5.7,1,0.9,0.3,16.6,0.5,7.1,1.2,8.6,1,0.9,0.4,6.1,1.3,2.7,0.1,0.5651,0.2752,0.4324,0.5501,0.5861,2.4089,0.4687,0.5784,0.2065,0.4591,0.5552,0.5536,2.3528,0.4219,0.4636,0.4636,0.4636,0.7887,0.4403,0.1479,0.6083,0.6195,2.6047,0.5568,7.83,0.4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85297,7437,649,9197,383,2803,0,574,150,213,68,64,52,2686,685,125,135,19.4,1.6,9.7,0.4,3,0,0.6,0.2,0.2,0.1,0.1,0.1,2.8,0.7,0.1,0.1
1,Alabama,AL,1079,Lawrence County,1079,"Lawrence County, Alabama",690.6841226,33116,0,15270,32,12829,324,8895,981,423,131,2163,324,4070,638,2991,406,6149,106,7172,0,7046,690,425,129,174,139,7843,41,144,82,4090,465,139,84,654,209,252,18,27.2,3,3,0.9,16.9,2.5,17.3,2.7,9.1,1.2,18.6,0.3,21.7,0,21.4,2.1,3.3,1,0.6,0.4,23.7,0.1,1,0.5,26.8,3,1,0.7,5.1,1.6,0.8,0.1,0.6863,0.1718,0.1451,0.8393,0.5565,2.399,0.4652,0.4273,0.4534,0.8753,0.1123,0.4349,2.3032,0.3878,0.5867,0.5867,0.5867,0.1785,0.9189,0.1724,0.4454,0.0875,1.8027,0.1833,7.0916,0.3624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,21544,3827,493,3366,275,829,0,97,96,1669,320,17,28,1852,367,13,18,29.8,3.7,10.2,0.8,2.5,0,0.3,0.3,5,1,0.1,0.1,5.6,1.1,0,0.1
1,Alabama,AL,1081,Lee County,1081,"Lee County, Alabama",607.5439584,175126,0,75473,60,65166,693,45272,2669,3196,602,17796,1176,8875,932,14869,1686,22160,145,36525,0,22985,1508,4154,681,2195,497,57905,429,9549,924,11029,830,1418,395,3111,464,7435,98,27,1.6,3.8,0.7,27.3,1.8,8.3,0.9,8.6,1,12.7,0.1,20.9,0,13.2,0.9,6.4,1,1.3,0.3,33.1,0.2,12.7,1.2,14.6,1.1,2.2,0.6,4.8,0.7,4.2,0.1,0.6774,0.3115,0.8587,0.3223,0.5138,2.6837,0.5609,0.0503,0.3548,0.2663,0.6736,0.6612,2.0062,0.2046,0.7038,0.7038,0.7038,0.9144,0.6634,0.6083,0.3939,0.769,3.349,0.9023,8.7427,0.6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,179318,9037,932,38635,565,6780,0,7530,262,224,105,49,81,4106,606,581,404,13.9,1.4,22.1,0.3,3.9,0,4.3,0.1,0.1,0.1,0,0.1,2.3,0.3,0.3,0.2
1,Alabama,AL,1083,Limestone County,1083,"Limestone County, Alabama",563.403172,104199,0,42616,72,38572,695,18537,1951,2078,402,6453,666,9260,957,8289,1121,16023,174,23004,15,14517,1038,2049,416,972,334,26357,447,1553,329,4415,578,669,255,1186,398,2988,126,18.4,1.9,4.1,0.8,16.7,1.7,12.7,1.3,8.2,1.1,15.4,0.2,22.1,0.1,14.3,1,5.3,1.1,1,0.3,25.3,0.4,3.6,0.8,10.4,1.4,1.7,0.7,3.1,1,2.9,0.1,0.2708,0.3668,0.1352,0.6414,0.4827,1.8969,0.3,0.1613,0.5138,0.3662,0.4693,0.5861,2.0967,0.2574,0.6115,0.6115,0.6115,0.5641,0.5161,0.4311,0.1301,0.6507,2.2921,0.399,6.8972,0.3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86939,4655,525,13547,443,6588,0,1872,193,438,118,61,27,3765,651,86,117,12.1,1.3,13,0.4,6.3,0,1.8,0.2,0.4,0.1,0.1,0.1,3.6,0.6,0.1,0.1
1,Alabama,AL,1085,Lowndes County,1085,"Lowndes County, Alabama",716.0847982,10153,0,4823,18,4001,178,4495,473,302,130,1450,215,1173,197,892,205,1967,0,2237,0,2239,251,419,122,3,78,7660,17,0,28,1720,219,71,41,444,108,147,8,45,4.7,7.5,3.1,36.2,5.1,16.7,2.8,8.9,2,19.4,0,22,0,22.4,2.5,10.5,3,0,0.8,75.4,0.2,0,0.6,35.7,4.5,1.7,1,11.1,2.5,1.4,0.1,0.9825,0.8855,0.9924,0.8221,0.5415,4.224,0.9679,0.5049,0.5014,0.9061,0.9564,0,2.8688,0.7642,0.9755,0.9755,0.9755,0,0.979,0.4311,0.9504,0.2943,2.6548,0.5813,10.7231,0.9042,1,0,1,0,0,2,0,0,1,1,0,2,1,1,0,1,0,1,0,2,7,8351,1540,172,7595,41,19,26,0,20,0,20,0,20,46,39,0,20,38.5,4.1,74.8,0.4,0.2,0.3,0,0.4,0,0.4,0,0.4,0.5,0.4,0,0.4
1,Alabama,AL,1087,Macon County,1087,"Macon County, Alabama",608.6649376,19198,0,9662,62,7131,226,6059,699,1010,192,1760,221,2053,271,2109,350,3883,36,3179,83,3486,354,720,137,66,105,16100,22,479,111,1846,226,100,48,769,138,2611,137,36.7,4.2,12.5,2.3,24.7,3,17.3,2.3,11.1,1.9,20.2,0.2,16.6,0.4,18.4,1.9,10.1,1.9,0.4,0.6,83.9,0.1,5,1.1,19.1,2.4,1.4,0.7,10.8,1.9,13.6,0.7,0.9249,0.9866,0.7346,0.8393,0.6987,4.1841,0.9618,0.5873,0.0566,0.7191,0.9485,0.315,2.6265,0.6185,0.9866,0.9866,0.9866,0.6841,0.7852,0.3198,0.9446,0.964,3.6977,0.9765,11.4949,0.9656,1,1,0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,1,2,6,17611,2036,200,15130,148,453,0,73,71,7,9,0,20,426,136,11,15,28.6,2.7,78.8,0.8,2.4,0,0.4,0.4,0,0.1,0,0.2,2.2,0.7,0.1,0.1
1,Alabama,AL,1089,Madison County,1089,"Madison County, Alabama",801.601031,389781,0,171313,193,159569,857,67505,3381,8515,960,34169,1810,20784,1579,30046,2124,59906,14,83734,0,51977,2053,10881,963,3865,623,142436,654,17350,1338,6470,880,1976,400,6552,664,11104,370,17.8,0.9,4.2,0.5,21.4,1.1,7.8,0.6,7.8,0.6,15.4,0.1,21.5,0,13.5,0.5,6.9,0.6,1.1,0.2,36.5,0.2,10.2,0.8,3.8,0.5,1.3,0.3,4.1,0.4,2.8,0.1,0.2396,0.3853,0.4874,0.2765,0.447,1.8358,0.2813,0.1613,0.4263,0.2905,0.7337,0.6131,2.2249,0.3369,0.7423,0.7423,0.7423,0.8705,0.1836,0.2765,0.2708,0.6389,2.2403,0.3723,7.0433,0.3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439318,15563,1287,94612,1006,20611,0,9547,647,1699,225,193,81,14750,1290,1024,362,9.8,0.8,24.3,0.3,5.3,0,2.4,0.2,0.4,0.1,0,0.1,3.8,0.3,0.3,0.1
1,Alabama,AL,1091,Marengo County,1091,"Marengo County, Alabama",976.8979518,19180,0,9834,30,7379,301,6158,939,220,118,1630,301,1416,327,1757,445,3818,20,4350,139,4284,432,567,197,0,80,10641,3,210,130,2807,313,28,24,634,186,263,13,32.5,5,2.8,1.5,22.1,4,10.9,2.5,9.3,2.4,19.9,0.1,22.7,0.7,22.6,2.3,7.7,2.7,0,0.4,55.5,0,2.1,1.3,28.5,3.2,0.3,0.3,8.6,2.4,1.4,0.1,0.847,0.1457,0.5415,0.5304,0.5727,2.6373,0.5434,0.5558,0.5997,0.9115,0.8231,0,2.8901,0.7741,0.8953,0.8953,0.8953,0.3659,0.9325,0.0315,0.8568,0.2943,2.481,0.4932,8.9037,0.6691,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,19500,1671,271,9749,237,542,0,151,214,36,43,0,20,163,135,0,20,22.6,3.6,50.8,1.2,2.8,0,0.8,1.1,0.2,0.2,0,0.2,0.8,0.7,0,0.2
1,Alabama,AL,1093,Marion County,1093,"Marion County, Alabama",742.3428953,29203,0,14143,43,11018,405,8618,960,800,186,2312,355,4028,475,3155,486,6114,69,6153,40,7370,575,376,164,75,91,2695,239,206,100,3073,382,291,100,548,152,635,23,30.1,3.4,6.5,1.5,21,3.1,19.4,2.3,11,1.7,20.9,0.2,21.1,0.1,25.7,2,3.4,1.5,0.3,0.3,9.2,0.8,1.4,0.7,21.7,2.7,2.7,0.9,5,1.3,2.2,0.1,0.784,0.805,0.4528,0.9049,0.6885,3.6352,0.8565,0.6542,0.3761,0.9698,0.1231,0.2475,2.3707,0.4368,0.2587,0.2587,0.2587,0.2494,0.8438,0.7165,0.4295,0.5393,2.7785,0.6507,9.0431,0.6946,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,27704,2676,362,1113,137,790,0,85,42,23,25,8,12,676,262,0,24,24.3,3,3.8,0.5,2.7,0,0.3,0.1,0.1,0.1,0,0.1,2.3,0.9,0,0.1
1,Alabama,AL,1095,Marshall County,1095,"Marshall County, Alabama",565.8447718,97923,0,41328,116,35930,477,25663,1420,1641,327,7405,613,10161,787,10771,841,16883,47,24723,0,13642,810,2735,382,3129,487,20473,161,782,189,5447,539,568,144,1725,258,1252,218,26.6,1.5,3.8,0.8,20.6,1.7,15.6,1.2,11.1,0.9,17.2,0.1,25.2,0,14.1,0.8,7.6,1.1,3.4,0.5,20.9,0.2,1.9,0.5,13.2,1.3,1.6,0.4,4.8,0.7,1.3,0.2,0.6602,0.3115,0.4168,0.7836,0.6987,2.8708,0.6223,0.293,0.8645,0.3458,0.8142,0.8794,3.1969,0.9087,0.5425,0.5425,0.5425,0.3373,0.6223,0.3933,0.3939,0.252,1.9988,0.2504,8.609,0.6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96130,4530,390,2672,253,14751,0,595,75,129,58,78,87,2062,306,186,113,12.6,1.1,2.7,0.3,15.1,0,0.6,0.1,0.1,0.1,0.1,0.1,2.1,0.3,0.2,0.1
